_id,Code
67299dbda23f7e5639814e42,"public void testShardStatusIsCompleteOnNonDataNodes() throws Exception {
        final String nodeToShutDownName = internalCluster().startMasterOnlyNode();
        internalCluster().startMasterOnlyNode(); // Just to have at least one other node
        final String nodeToRestartId = getNodeId(nodeToShutDownName);

        putNodeShutdown(nodeToRestartId, SingleNodeShutdownMetadata.Type.REMOVE, null);
        assertNodeShutdownStatus(nodeToRestartId, COMPLETE);
    }"
67299dbda23f7e5639814e43,"public static Optional<RetentionLeaseNotFoundException> syncRenewRetentionLease(
        final ShardId leaderShardId,
        final String retentionLeaseId,
        final long retainingSequenceNumber,
        final RemoteClusterClient remoteClient,
        final TimeValue timeout
    ) {
        try {
            final PlainActionFuture<ActionResponse.Empty> response = new PlainActionFuture<>();
            asyncRenewRetentionLease(leaderShardId, retentionLeaseId, retainingSequenceNumber, remoteClient, response);
            response.actionGet(timeout);
            return Optional.empty();
        } catch (final RetentionLeaseNotFoundException e) {
            return Optional.of(e);
        }
    }"
67299dbda23f7e5639814e44,"private static void validateSettings(final Settings leaderIndexSettings, final Settings followerIndexSettings) {
        // make a copy, remove settings that are allowed to be different, and then compare if the settings are equal
        final Settings leaderSettings = filter(leaderIndexSettings);
        final Settings followerSettings = filter(followerIndexSettings);
        if (leaderSettings.equals(followerSettings) == false) {
            final String message = String.format(
                Locale.ROOT,
                ""the leader index settings [%s] and follower index settings [%s] must be identical"",
                leaderSettings,
                followerSettings
            );
            throw new IllegalArgumentException(message);
        }
    }"
67299dbda23f7e5639814e45,"public <E> List<E> view(List<E> values) {
        if (values == null || values.isEmpty()) {
            return values;
        }
        if (limit == 0) {
            return emptyList();
        }

        if (limit < 0) {
            values = new ArrayList<>(values);
            Collections.reverse(values);
        }
        int size = values.size();

        if (size >= total) {
            return values.subList(offset, total);
        }
        int l = absLimit();
        if (size <= l) {
            return values;
        }
        return values.subList(size - l, values.size());
    }"
67299dbda23f7e5639814e46,"boolean hasFollowingCandidates(int stage) {
        return hasCandidates(stage, completionStage);
    }"
67299dbda23f7e5639814e47,"static String between(String string, String left, String right, boolean greedy, boolean caseInsensitive) {
        if (hasLength(string) == false || hasLength(left) == false || hasLength(right) == false) {
            return string;
        }

        String matchString = string;
        if (caseInsensitive) {
            matchString = matchString.toLowerCase(Locale.ROOT);
            left = left.toLowerCase(Locale.ROOT);
            right = right.toLowerCase(Locale.ROOT);
        }

        int idx = matchString.indexOf(left);
        if (idx == -1) {
            return EMPTY;
        }

        int start = idx + left.length();

        if (greedy) {
            idx = matchString.lastIndexOf(right);
        } else {
            idx = matchString.indexOf(right, start);
        }

        if (idx == -1) {
            return EMPTY;
        }

        return string.substring(start, idx);
    }"
67299dbda23f7e5639814e48,"private void markPolicyRetrievalError(String policyName, Index index, LifecycleExecutionState executionState, Exception e) {
        logger.debug(
            () -> format(
                ""unable to retrieve policy [%s] for index [%s], recording this in step_info for this index"",
                policyName,
                index.getName()
            ),
            e
        );
        setStepInfo(index, policyName, Step.getCurrentStepKey(executionState), new SetStepInfoUpdateTask.ExceptionWrapper(e));
    }"
67299dbda23f7e5639814e49,"public void putAsync(ILMHistoryItem item) {
        if (ilmHistoryEnabled == false) {
            logger.trace(
                ""not recording ILM history item because [{}] is [false]: [{}]"",
                LIFECYCLE_HISTORY_INDEX_ENABLED_SETTING.getKey(),
                item
            );
            return;
        }
        logger.trace(""queueing ILM history item for indexing [{}]: [{}]"", ILM_HISTORY_DATA_STREAM, item);
        try (XContentBuilder builder = XContentFactory.jsonBuilder()) {
            item.toXContent(builder, ToXContent.EMPTY_PARAMS);
            IndexRequest request = new IndexRequest(ILM_HISTORY_DATA_STREAM).source(builder).opType(DocWriteRequest.OpType.CREATE);
            processor.add(request);
        } catch (Exception e) {
            logger.error(() -> format(""failed to send ILM history item to index [%s]: [%s]"", ILM_HISTORY_DATA_STREAM, item), e);
        }
    }"
67299dbda23f7e5639814e4a,"public static Set<RollupJobCaps> findBestJobs(AggregationBuilder source, Set<RollupJobCaps> jobCaps) {
        // TODO there is an opportunity to optimize the returned caps to find the minimal set of required caps.
        // For example, one leaf may have equally good jobs [A,B], while another leaf finds only job [B] to be best.
        // If job A is a subset of job B, we could simply search job B in isolation and get the same results
        //
        // We can't do that today, because we don't (yet) have way of determining if one job is a sub/super set of another
        Set<RollupJobCaps> bestCaps = new HashSet<>();
        doFindBestJobs(source, new ArrayList<>(jobCaps), bestCaps);
        return bestCaps;
    }"
67299dbda23f7e5639814e4b,"public synchronized ClockMock freeze() {
        setTime(instant());
        return this;
    }"
67299dbda23f7e5639814e4c,"public synchronized ClockMock unfreeze() {
        wrappedClock = Clock.system(getZone());
        return this;
    }"
67299dbda23f7e5639814e4d,"public void fastForwardSeconds(int seconds) {
        fastForward(TimeValue.timeValueSeconds(seconds));
    }"
67299dbda23f7e5639814e4e,"public void rewindSeconds(int seconds) {
        rewind(TimeValue.timeValueSeconds(seconds));
    }"
67299dbda23f7e5639814e4f,"public boolean isActive() {
        return checkAgainstStatus(statusToCheck -> statusToCheck.active());
    }"
67299dbda23f7e5639814e50,"public boolean checkAndStartTracking(XPackLicenseState state, String contextName) {
            if (state.isAllowed(this)) {
                startTracking(state, contextName);
                return true;
            } else {
                return false;
            }
        }"
67299dbda23f7e5639814e51,"public final boolean checkWithoutTracking(XPackLicenseState state) {
        return state.isAllowed(this);
    }"
67299dbda23f7e5639814e52,"public void onCheck(boolean metCondition, ZonedDateTime timestamp) {
        lastChecked = timestamp;
        if (metCondition) {
            lastMetCondition = timestamp;
        } else {
            for (ActionStatus status : actions.values()) {
                status.resetAckStatus(timestamp);
            }
        }
    }"
67299dbda23f7e5639814e53,"public Rounding.Prepared createRounding() {
        return createRounding(interval.toString(), timeZone);
    }"
67299dbda23f7e5639814e54,"public static boolean isValid(String expression) {
        try {
            validate(expression);
        } catch (IllegalArgumentException pe) {
            return false;
        }
        return true;
    }"
67299dbda23f7e5639814e55,"public void createResponse(String docId, Map<String, String> headers, R response, ActionListener<DocWriteResponse> listener) {
        indexResponse(docId, headers, null, response, true, listener);
    }"
67299dbda23f7e5639814e56,"public void getResponse(AsyncExecutionId asyncExecutionId, boolean restoreResponseHeaders, ActionListener<R> listener) {
        getResponseFromIndex(asyncExecutionId, restoreResponseHeaders, true, listener);
    }"
67299dbda23f7e5639814e57,"public void setInternalUser(InternalUser internalUser, TransportVersion version) {
        setAuthentication(Authentication.newInternalAuthentication(internalUser, version, nodeName));
    }"
67299dbda23f7e5639814e58,"public boolean check(String action) {
        final boolean isMappingUpdateAction = isMappingUpdateAction(action);
        for (Group group : groups) {
            if (group.checkAction(action) || (isMappingUpdateAction && containsPrivilegeThatGrantsMappingUpdatesForBwc(group))) {
                return true;
            }
        }
        return false;
    }"
67299dbda23f7e5639814e59,"public static void validateApplicationName(String application) {
        validateApplicationName(application, false);
    }"
67299dbda23f7e5639814e5a,"public static boolean verifyHash(SecureString data, char[] hash) {
        final Hasher hasher = resolveFromHash(hash);
        return hasher.verify(data, hash);
    }"
67299dbda23f7e5639814e5b,"public void writeToContext(Authentication authentication, ThreadContext ctx) throws IOException {
        ensureContextDoesNotContainAuthentication(ctx);
        String header = authentication.encode();
        assert header != null : ""Authentication object encoded to null""; // this usually happens with mock objects in tests
        ctx.putTransient(contextKey, authentication);
        ctx.putHeader(contextKey, header);
    }"
67299dbda23f7e5639814e5c,"public static String gensalt(int log_rounds) {
        return gensalt(log_rounds, new SecureRandom());
    }"
67299dbda23f7e5639814e5d,"public static String gensalt() {
        return gensalt(GENSALT_DEFAULT_LOG2_ROUNDS);
    }"
67299dbda23f7e5639814e5e,"public static boolean isAlignCheckpointsDisabled(SettingsConfig settings) {
        return Boolean.FALSE.equals(settings.getAlignCheckpoints());
    }"
67299dbda23f7e5639814e5f,"static BitSet makeShortFieldMask(List<List<String>> rows, int longFieldThreshold) {

        assert rows.isEmpty() == false;

        BitSet shortFieldMask = new BitSet();

        int maxLength = rows.stream().map(List::size).max(Integer::compareTo).get();
        for (int index = 0; index < maxLength; ++index) {
            final int i = index;
            shortFieldMask.set(
                i,
                rows.stream().allMatch(row -> i >= row.size() || row.get(i) == null || row.get(i).length() < longFieldThreshold)
            );
        }

        return shortFieldMask;
    }"
67299dbda23f7e5639814e60,"static int levenshteinFieldwiseCompareRows(List<String> firstRow, List<String> secondRow) {

        int largestSize = Math.max(firstRow.size(), secondRow.size());
        if (largestSize < 1) {
            return 0;
        }

        BitSet allFields = new BitSet();
        allFields.set(0, largestSize);

        return levenshteinFieldwiseCompareRows(firstRow, secondRow, allFields);
    }"
67299dbda23f7e5639814e61,"private double[] calculateMatchWeights() {

        int remainingMatches = matches.size();
        double[] weights = new double[matchedFormats.size()];
        for (TimestampMatch match : matches) {

            for (int matchedFormatIndex = 0; matchedFormatIndex < matchedFormats.size(); ++matchedFormatIndex) {
                if (matchedFormats.get(matchedFormatIndex).canMergeWith(match.timestampFormat)) {
                    weights[matchedFormatIndex] += weightForMatch(match.preface);
                    break;
                }
                ++matchedFormatIndex;
            }

            // The highest possible weight is 1, so if the difference between the two highest weights
            // is less than the number of lines remaining then the leader cannot possibly be overtaken
            if (findDifferenceBetweenTwoHighestWeights(weights) > --remainingMatches) {
                break;
            }
        }

        return weights;
    }"
67299dbda23f7e5639814e62,"@Override
    public boolean canCreateFromSample(List<String> explanation, String sample, double allowedFractionOfBadLines) {
        if (sample.indexOf('\n') < 0) {
            explanation.add(""Not text because sample contains no newlines"");
            return false;
        }
        if (TWO_NON_BLANK_LINES_PATTERN.matcher(sample).find() == false) {
            explanation.add(""Not text because sample contains fewer than two non-blank lines"");
            return false;
        }

        explanation.add(""Deciding sample is text"");
        return true;
    }"
67299dbda23f7e5639814e63,"private static boolean replace(
            Iterable<Expression> pattern,
            List<Expression> target,
            List<Expression> originalExpressions,
            BiFunction<Expression, Expression, Expression> replacer
        ) {
            boolean modified = false;
            for (Expression s : pattern) {
                for (int i = 0; i < target.size(); i++) {
                    Expression t = target.get(i);
                    // identify matching expressions
                    if (t.anyMatch(s::semanticEquals)) {
                        Expression replacement = replacer.apply(t, s);
                        // if the expression has changed, replace it
                        if (replacement != t) {
                            modified = true;
                            target.set(i, replacement);
                            originalExpressions.replaceAll(e -> t.semanticEquals(e) ? replacement : e);
                        }
                    }
                }
            }
            return modified;
        }"
67299dbda23f7e5639814e64,"public static QueryBuilder combine(Clause clause, List<QueryBuilder> queries) {
        QueryBuilder firstQuery = null;
        BoolQueryBuilder bool = null;

        for (QueryBuilder query : queries) {
            if (query == null) {
                continue;
            }
            if (firstQuery == null) {
                firstQuery = query;
                if (firstQuery instanceof BoolQueryBuilder bqb) {
                    bool = bqb;
                }
            }
            // at least two entries, start copying
            else {
                // lazy init the root bool
                if (bool == null) {
                    bool = combine(clause, boolQuery(), firstQuery);
                }
                // keep adding queries to it
                bool = combine(clause, bool, query);
            }
        }

        return bool == null ? firstQuery : bool;
    }"
67299dbda23f7e5639814e65,"public static Number unsignedLongAsNumber(long l) {
        return l < 0 ? twosComplement(l) : LONG_MAX_PLUS_ONE_AS_BIGINTEGER.add(BigInteger.valueOf(l));
    }"
67299dbda23f7e5639814e66,"private static int countCoordRepeatReverse(Coordinate[] coords) {
        int repeatCoords = 0;

        final Coordinate firstCoord = coords[0];
        Coordinate nextCoord;

        for (int i = coords.length - 1; i > 0; --i) {
            nextCoord = coords[i];
            if (equalAsInts2d(firstCoord, nextCoord)) {
                ++repeatCoords;
            } else {
                break;
            }
        }

        return repeatCoords;
    }"
