_id,HelpComSummary
67299dbda23f7e5639814e59,"Validates the given application name to ensure it adheres to specific naming rules."
67299dbda23f7e5639814e5a,"Verifies if the provided data matches the given hash using the appropriate hashing algorithm."
67299dbda23f7e5639814e5b,"Writes the encoded authentication information into the provided `ThreadContext`, ensuring that no existing authentication data is present."
67299dbda23f7e5639814e5c,Generates a bcrypt salt string using the specified logarithmic rounds and a default secure random number generator.
67299dbda23f7e5639814e5d,Generates a bcrypt salt string using the default log2 rounds value.
67299dbda23f7e5639814e5e,Determines if the alignment of checkpoints is disabled based on the provided settings configuration.
67299dbda23f7e5639814e5f,"Creates a BitSet mask indicating which fields in each row of a list of lists are considered ""short"" based on a specified length threshold."
67299dbda23f7e5639814e60,Calculates the cumulative Levenshtein distance between corresponding fields of two rows represented as lists of strings.
67299dbda23f7e5639814e61,"Calculates and returns an array of weights for matched timestamp formats based on their ability to merge with given matches and their preface lengths."
67299dbda23f7e5639814e62,"Determines if a given sample text can be considered as valid text based on the presence of newlines and a minimum number of non-blank lines, updating the explanation list with the decision rationale."
67299dbda23f7e5639814e63,"Replaces matching expressions in the target list with expressions generated by the replacer function, based on a pattern, and updates the original expressions list if modifications occur. Returns true if any replacements were made."
67299dbda23f7e5639814e64,"Combines a list of `QueryBuilder` instances using a specified `Clause`, returning a single `QueryBuilder` that represents the combined query logic."
67299dbda23f7e5639814e65,"Converts a given long value to its unsigned equivalent as a Number, handling negative values using two's complement and positive values by adding a predefined constant to the BigInteger representation."
67299dbda23f7e5639814e66,"Counts the number of coordinates at the end of the array that match the first coordinate when compared as 2D integer values, iterating in reverse order."
67299dbda23f7e5639814e67,"Adjusts the circuit breaker by the specified delta, potentially tripping the breaker if the delta is positive and exceeds the limit."
67299dbda23f7e5639814e68,"Calculates the median value of a specified range within an `IntBlock`, handling both odd and even counts efficiently to avoid overflow."
67299dbda23f7e5639814e69,Determines if the rounding process can generate a value within the specified range using the given `Rounding` strategy.
67299dbda23f7e5639814e6a,"Evaluates the given `Block` by processing each position to determine the maximum value in ascending order, handling nullable values, and returns a new `Block` with the results."
67299dbda23f7e5639814e6b,Schedules snapshot jobs based on the current cluster state by retrieving and processing snapshot lifecycle configurations.
67299dbda23f7e5639814e6c,"Generates a sorted set of random, non-contiguous byte ranges within a specified length."
67299dbda23f7e5639814e6d,"Finishes processing by ensuring all bytes are accounted for and acquires necessary permits, throwing an exception if the available permits are insufficient."
67299dbda23f7e5639814e6e,"Checks if a node is safe to shut down based on its current state, ensuring that no critical tasks or deployments are running on the node, and considering the duration since the shutdown process was initiated."
67299dbda23f7e5639814e6f,Finishes the reporting process by flushing data with an immediate refresh policy and handles any interruptions that occur during the process.
67299dbda23f7e5639814e70,"Vacates the node by isolating the datafeed and marking the task as locally aborted with the specified reason."
67299dbda23f7e5639814e71,"Determines the common prefix of a given byte array segment and returns an optional integer value associated with it."
67299dbda23f7e5639814e72,"Retrieves the top transaction IDs based on their transaction counts."
67299dbda23f7e5639814e73,Retrieves the top item IDs based on their occurrence counts from the list of items.
67299dbda23f7e5639814e74,Calculates the natural logarithm of the probability of observing a given number of successes in a binomial distribution.
67299dbda23f7e5639814e75,Calculates the natural logarithm of the probability of observing a given number of successes in a binomial distribution.
67299dbda23f7e5639814e76,Determines if the current instance has been recently refreshed based on the last update time and staleness duration.
67299dbda23f7e5639814e77,Retrieves the memory requirement for a specified anomaly detector job using its job ID.
67299dbda23f7e5639814e78,"Retrieves the memory requirement for a specified data frame analytics job."
67299dbda23f7e5639814e79,"Refreshes the state of machine learning tasks by initiating a refresh operation on persistent tasks metadata, ensuring that only one refresh is in progress at any time, and invoking the provided completion listener upon completion."
67299dbda23f7e5639814e7a,"Waits for a flush acknowledgement associated with the given flush ID within the specified timeout duration, returning null if the operation fails or if the flush has already been cleared."
67299dbda23f7e5639814e7b,"Constructs a `TimeRange` object using the specified start and end time strings, converting them to epoch seconds. Validates the input parameters and ensures the end time is not before the start time, adjusting if necessary."
67299dbda23f7e5639814e7c,Deletes all annotations associated with the current job.
67299dbda23f7e5639814e7d,"Persists a given bucket by removing its nested records and indexing it, along with its influencers, to the specified index."
67299dbda23f7e5639814e7e,Deletes interim results for a specified job by executing a delete-by-query operation on the job's results index.
67299dbda23f7e5639814e7f,"Initiates a flush operation if the resource is not already closed, ensuring that the provided listener is notified upon completion."
67299dbda23f7e5639814e80,Tests the inflation of H3 cells with a specific address at varying precisions to ensure the bounding box inflation behaves as expected.
67299dbda23f7e5639814e81,"Sets the value for a given tile if it is valid, updating the provided GeoShapeCellValues object. Returns 1 if the tile is valid and the value is set, otherwise returns 0."
67299dbda23f7e5639814e82,"Determines if the specified bounding box intersects with the current geometric shape, considering potential dateline crossings."
67299dbda23f7e5639814e83,"Determines the spatial relationship between a given point and a defined geometric area, returning whether the point is disjoint or has another relation with the area."
67299dbda23f7e5639814e84,"Returns the highest generation number from the provided segment files, excluding old segment files."
67299dbda23f7e5639814e85,Skips the final output data from the provided DataInput stream.
67299dbda23f7e5639814e86,Generates a valid random instance name by repeatedly creating random alphanumeric strings until one passes validation checks.
67299dbda23f7e5639814e87,"Creates a user with a ""run_as"" role using basic authentication headers."
67299dbda23f7e5639814e88,Invalidates OAuth2 tokens associated with a specified realm.
67299dbda23f7e5639814e89,"Determines the part number corresponding to a given position within a file, ensuring the position is valid and calculating the part based on the file's partitioning scheme."
67299dbda23f7e5639814e8a,"Removes the specified cache key from the cache, ensuring thread-safe invalidation and logging of the operation."
67299dbda23f7e5639814e8b,Marks the current context as failed by logging the provided exception and failure message.
67299dbda23f7e5639814e8c,"Resolves an expression into a set of root attribute expressions, using provided aliases for resolution."
67299dbda23f7e5639814e8d,Creates a `FieldAttribute` with a keyword type for the specified field name.
67299dbda23f7e5639814e8e,"Increments the translation metric counter, updating time-based histories if necessary."
67299dbda23f7e5639814e8f,"Converts a date string into a `ZonedDateTime` object representing the start of the day in UTC."
67299dbda23f7e5639814e90,Prints a message to the output writer with the specified verbosity level.
67299dbda23f7e5639814e91,"Converts IJK coordinates to geographic coordinates (latitude and longitude) based on the specified face, resolution, and substrate grid option."
67299dbda23f7e5639814e92,"Normalizes the instance variables `i`, `j`, and `k` by subtracting the smallest of the three from each of them."
67299dbda23f7e5639814e93,Determines the neighboring position based on the given digit and adjusts the current position accordingly if the digit is within a valid range.
67299dbda23f7e5639814e94,Converts the current IJK coordinates on a specified face to geographic coordinates (latitude and longitude) for a given resolution.
67299dbda23f7e5639814e95,Calculates the number of child H3 indexes at a specified resolution for a given H3 address.
67299dbda23f7e5639814e96,"Returns the number of non-intersecting child hexagons for a given H3 address, based on its resolution."
67299dbda23f7e5639814e97,"Returns the H3 index for the north polar region at the specified resolution."
67299dbda23f7e5639814e98,"Returns the H3 index for the south polar region at the specified resolution."
67299dbda23f7e5639814e99,Calculates the maximum latitude reached on the great circle path between this point and the specified `LatLng` point.
67299dbda23f7e5639814e9a,Calculates the minimum latitude along the great circle path between this point and another specified point.
67299dbda23f7e5639814e9b,"Converts 2D hexagonal coordinates to geographic coordinates based on the specified face, resolution, and substrate grid option."
67299dbda23f7e5639814e9c,"Rotates the digits of an H3 index 60 degrees counter-clockwise."
67299dbda23f7e5639814e9d,Consumes the given coordinates by creating or resetting a `PointError` object and processing it.
67299dbda23f7e5639814e9e,"Encodes a given hash string into a long value using base-32 encoding, incorporating the length of the hash."
67299dbda23f7e5639814e9f,Encodes the given latitude and longitude into a geohash string representation with a default precision level of 12.
67299dbda23f7e5639814ea0,Encodes the given latitude and longitude into a geohash string representation at the specified precision level.
67299dbda23f7e5639814ea1,"Tests the retrieval of resources from both a parent and an embedded class loader, ensuring that resources with the same name can be accessed from both sources."
67299dbda23f7e5639814ea2,"Checks if the specified JAR file requires a newer Java version based on the ""X-Compile-Target-JDK"" attribute in its manifest and throws an exception if the current Java version is insufficient."
67299dbda23f7e5639814ea3,Checks that the specified portion of the key array is ordered and verifies the correlation of the corresponding values arrays.
67299dbda23f7e5639814ea4,Sorts the specified key array and rearranges the corresponding elements of the provided value arrays to maintain their association with the key elements.
67299dbda23f7e5639814ea5,"Compresses the data by merging new values into existing centroids, reducing the number of centroids while maintaining accuracy."
67299dbda23f7e5639814ea6,"Finds the path to the Elastic APM agent JAR file in the current user's directory, ensuring the installation is not corrupt by checking for the presence and uniqueness of the JAR file."
67299dbda23f7e5639814ea7,"Forcibly stops the associated JVM process and waits for its termination, ensuring that resources are properly released."
67299dbda23f7e5639814ea8,"Returns a list of versions that are compatible with the current index, filtered to include only supported versions based on the current architecture and platform."
67299dbda23f7e5639814ea9,Checks that the number of unassigned persistent tasks in the given cluster state matches the expected count.
67299dbda23f7e5639814eaa,"Creates a `PersistentTasksClusterService` using the provided assignment function, which determines the assignment of persistent tasks to nodes within the cluster."
67299dbda23f7e5639814eab,"Returns an Optional containing the first Error found by unwrapping the causes and suppressed exceptions of the given Throwable, or an empty Optional if no Error is found."
67299dbda23f7e5639814eac,Collects and returns a list of shard data paths from the given array of `DataPath` objects.
67299dbda23f7e5639814ead,Initializes the builder as a new index with fresh shards based on the provided index metadata.
67299dbda23f7e5639814eae,"Cancels the relocation of a shard, updating its state and the assigned shards list accordingly."
67299dbda23f7e5639814eaf,"Resolves a set of index expressions against the provided cluster state, using lenient options to expand open indices, and returns the resolved indices as an unmodifiable set."
67299dbda23f7e5639814eb0,Determines if the provided collection of aliases or indices represents all indices.
67299dbda23f7e5639814eb1,"Closes the resource, waiting up to 30 seconds for all in-flight requests to complete."
67299dbda23f7e5639814eb2,"Returns a list of task groups, building them if they have not been initialized."
67299dbda23f7e5639814eb3,"Scales down the given value by a probability factor if sampling is enabled."
67299dbda23f7e5639814eb4,"Scales up the given value based on the sampling probability."
67299dbda23f7e5639814eb5,"Converts a long hash value into a string representation of zoom, x, and y tile coordinates, ensuring the validity of the coordinates."
67299dbda23f7e5639814eb6,Adds a new unbounded-to range to the aggregation with the specified key and upper bound.
67299dbda23f7e5639814eb7,"Adds a new range to the aggregation with an unbounded lower limit, using the specified key and starting value."
67299dbda23f7e5639814eb8,"Retrieves a LeafBucketCollector for the specified segment and updates the competitive bounds listener if necessary."
67299dbda23f7e5639814eb9,"Submits a cluster state update task to the provided `ClusterService` with a descriptive source message indicating the feature name and the success or failure status of the migration."
67299dbda23f7e5639814eba,"Retrieves the value of a specified field as a byte array, decoding from a Base64 string if necessary."
67299dbda23f7e5639814ebb,"Retrieves the current retention leases without expiring any leases."
67299dbda23f7e5639814ebc,"Retrieves the current retention leases without expiring them."
67299dbda23f7e5639814ebd,Checks if the given string has a non-zero length.
67299dbda23f7e5639814ebe,"Returns a Runnable that preserves the execution context of the given command."
67299dbda23f7e5639814ebf,"Resets the countdown to zero and checks if the previous count was valid."
67299dbda23f7e5639814ec0,"Checks if a given string matches a specified pattern, with an option for case-insensitive comparison. The pattern may include wildcard characters ('*') that can match any sequence of characters."
67299dbda23f7e5639814ec1,"Updates the target settings with the specified dynamic settings, applying changes only to settings that are dynamically updateable."
67299dbda23f7e5639814ec2,Formats the given `InetAddress` using a default `PortsRange`.
67299dbda23f7e5639814ec3,"Closes the specified channel, ensuring that resources are released properly."
67299dbda23f7e5639814ec4,Converts a JSON string into a `CompressedXContent` object by parsing the JSON and copying its structure.
67299dbda23f7e5639814ec5,Calculates the optimal size for the output network buffer based on the given plaintext bytes and number of buffers.
67299dbda23f7e5639814ec6,"Calculates the required space for the output buffer based on the given plaintext bytes and number of buffers, considering the maximum encrypted packet length."
67299dbda23f7e5639814ec7,Converts a byte array representing an IPv4 or IPv6 address into its corresponding string representation.
67299dbda23f7e5639814ec8,Returns a subsequence of the AsciiString between the specified start and end indices.
67299dbda23f7e5639814ec9,"Compares a region of the current sequence with a region of the specified string, optionally ignoring case differences."
67299dbda23f7e5639814eca,"Returns the smallest power of two that is greater than or equal to the specified value, with special handling for non-positive values and values exceeding a predefined limit."
67299dbda23f7e5639814ecb,"Generates a random `long` value within the specified range `[least, bound)`."
67299dbda23f7e5639814ecc,"Formats a message string with a single argument, returning a `FormattingTuple` containing the formatted message and any throwable if present."
67299dbda23f7e5639814ecd,"Copies the specified integers into a new `ByteBuf` instance, writing each integer in a swapped byte order. Returns an empty buffer if the input is null or empty."
67299dbda23f7e5639814ece,Calculates the checksum of the given `ByteBuf` data using the CRC32C algorithm.
67299dbda23f7e5639814ecf,Writes a unary representation of the specified non-negative integer value to the given `ByteBuf`.
67299dbda23f7e5639814ed0,Finishes the encoding process by writing any remaining data to the output and marking the operation as complete.
67299dbda23f7e5639814ed1,Updates the CRC value by repeatedly applying the given value a specified number of times.
67299dbda23f7e5639814ed2,"Validates a header value against the field-content rule as defined in RFC 7230, returning the index of the first invalid character or -1 if the value is valid."
67299dbda23f7e5639814ed3,"Skips leading whitespace characters in a byte array starting from a given position."
67299dbda23f7e5639814ed4,Checks if a secret store exists for the given `SecureConfig` configuration.
67299dbda23f7e5639814ed5,Checks if the current writer is considered stale based on the specified flush interval.
67299dbda23f7e5639814ed6,"Combines a given collection of plugin configuration specifications with a set of common input settings, ensuring no duplicates."
67299dbda23f7e5639814ed7,Parses the given expression and verifies that its abstract syntax tree (AST) string representation matches the expected form.
67299dbda23f7e5639814ed8,Checks the origin of a request against the allowed origins specified in the provided `CorsConfiguration` and returns the origin if it is allowed.
67299dbda23f7e5639814ed9,Encodes the given source string using the specified charset and URI type.
67299dbda23f7e5639814eda,"Decodes and sanitizes the given URI string from the HTTP request by removing semicolon content, decoding the request string, and eliminating redundant slashes."
67299dbda23f7e5639814edb,"Returns the fallback `TimeZone` based on the JSTL configuration if present, or `null` if no suitable `TimeZone` is found."
67299dbda23f7e5639814edc,Determines whether the target class of a given bean should be proxied based on the configuration of the bean factory and the bean's attributes.
67299dbda23f7e5639814edd,Sets the argument names by parsing a comma-delimited string and validates each name as a valid Java identifier.
67299dbda23f7e5639814ede,Sets the plain text content of the message.
67299dbda23f7e5639814edf,"Returns a database connection using thread-bound credentials if available, otherwise defaults to the configured username and password, and applies the specified catalog and schema settings to the connection."
67299dbda23f7e5639814ee0,"Skips over end-of-line characters in the provided ByteBuffer."
67299dbda23f7e5639814ee1,"Initiates an asynchronous connection to a STOMP server using the provided session handler."
67299dbda23f7e5639814ee2,"Returns the current time zone based on the locale context. If the locale context is aware of the time zone, it retrieves and returns it; otherwise, it returns null."
67299dbda23f7e5639814ee3,"Retrieves the current JTA transaction, ensuring a UserTransaction is available, and returns a JtaTransactionObject for transaction management."
67299dbda23f7e5639814ee4,Checks for memory leaks by verifying if any pooled data buffers are still allocated.
67299dbda23f7e5639814ee5,"Increases the indentation level and updates the current indentation."
67299dbda23f7e5639814ee6,"Checks if the specified constant is present in the given array of enum values, performing a case-insensitive comparison."
67299dbda23f7e5639814ee7,"Determines the starting position of a comment within a given line of text, updating the comment state if a comment token is present."
67299dbda23f7e5639814ee8,"Finds the best matching locale for a given language string by first attempting to parse and match it with the application's supported locales, and if no exact match is found, defaults to the best system locale available."
67299dbda23f7e5639814ee9,"Cancels a notification with the specified ID, utilizing conversation support if available, and falls back to legacy cancellation otherwise."
67299dbda23f7e5639814eea,"Calculates the yaw angle in radians from the quaternion, accounting for potential gimbal lock conditions."
67299dbda23f7e5639814eeb,Calculates the angle in radians around the specified axis for the current vector.
67299dbda23f7e5639814eec,"Sets this affine transform to the specified translation, rotation (in degrees), and scaling using the provided vectors for translation and scaling."
67299dbda23f7e5639814eed,"Scales the current affine transformation by the specified scale factors in the x and y directions."
67299dbda23f7e5639814eee,"Calculates the quality of a triangle given its vertex coordinates, defined as the ratio of the square root of the smallest squared length of the triangle's sides to its circumradius."
67299dbda23f7e5639814eef,Determines if two line segments intersect and optionally stores the intersection point.
67299dbda23f7e5639814ef0,"Calculates the angle in degrees between the positive x-axis and the point (x, y), handling edge cases such as infinite and NaN values."
67299dbda23f7e5639814ef1,"Calculates the angle in degrees between the positive x-axis and the point (x, y) in a 360-degree circle, handling special cases such as infinite and NaN values."
67299dbda23f7e5639814ef2,Cancels all current touch focuses.
67299dbda23f7e5639814ef3,"Sets the debug mode for the table under the mouse cursor, enabling or disabling detailed debug information based on the specified flag."
67299dbda23f7e5639814ef4,"Removes the specified actor from the collection, if present."
67299dbda23f7e5639814ef5,Clears the current object and optionally removes focus from its children.
67299dbda23f7e5639814ef6,"Sets the background drawable for the component, adjusting the padding if necessary."
67299dbda23f7e5639814ef7,"Clears the current data structure and resizes it based on the specified maximum capacity, ensuring that the internal storage is appropriately adjusted to accommodate the given capacity with respect to the load factor."
67299dbda23f7e5639814ef8,Counts the length of a run in the specified array and ensures the run is in ascending order by reversing it if necessary.
67299dbda23f7e5639814ef9,Posts a task to be executed immediately without any delay or repetition.
67299dbda23f7e5639814efa,Scales the size of an object by a specified factor.
67299dbda23f7e5639814efb,Rotates the current transformation by the specified quaternion rotation.
67299dbda23f7e5639814efc,"Animates a given animation with specified parameters, including offset, duration, loop count, speed, and transition time, while optionally notifying a listener of animation events."
67299dbda23f7e5639814efd,Queues an animation with specified parameters and manages the transition between animations.
67299dbda23f7e5639814efe,"Retrieves or creates a directory specified by the given subdirectory name within a predefined path."
67299dbda23f7e5639814eff,"Persists the given entity and returns its identifier."
67299dbda23f7e5639814f00,Constructs a JDBC URL for the specified running service.
67299dbda23f7e5639814f01,Constructs a JDBC URL for the specified running service and optional database name.
67299dbda23f7e5639814f02,"Retrieves the double value associated with the specified name, or returns {@code Double.NaN} if the name is not found or cannot be converted to a double."
67299dbda23f7e5639814f03,"Returns the value mapped by the specified name as an int, or 0 if no such mapping exists."
67299dbda23f7e5639814f04,"Retrieves the long value associated with the specified name, or returns 0 if the name does not exist or cannot be converted to a long."
67299dbda23f7e5639814f05,"Returns the value mapped by the specified name as a string, or an empty string if no such mapping exists."
67299dbda23f7e5639814f06,"Creates a directory entry with the specified name and owner, using a default mode of 0755."
67299dbda23f7e5639814f07,"Creates a file in the archive with the specified name, owner, and content, using a default file mode."
67299dbda23f7e5639814f08,"Stops the service by gracefully terminating the leader lifecycle and unregistering the leader listener, ensuring thread safety through locking mechanisms."
67299dbda23f7e5639814f09,Converts the parameters of a given `TableFunction` into a list of `FunctionParameter` objects suitable for use with Calcite.
67299dbda23f7e5639814f0a,"Determines if the given RexNode represents a non-trivial string concatenation, which is a string concatenation operation involving at least one input reference."
67299dbda23f7e5639814f0b,"Submits an MSQ task with the expectation of receiving an HTTP 202 (Accepted) status code, and returns the task status upon successful submission."
67299dbda23f7e5639814f0c,"Returns the smallest power of two that is greater than or equal to the specified positive long value."
67299dbda23f7e5639814f0d,"Computes a hash for a single long value using a series of helper functions."
67299dbda23f7e5639814f0e,Converts a single long value into a hashed integer representation.
67299dbda23f7e5639814f0f,Opens all NeoStores by creating the necessary database directory if it does not exist and initializing the NeoStores instance with the specified configuration and store types.
67299dbda23f7e5639814f10,Decodes a `PropertyBlock` into a `TextValue` by extracting value blocks and delegating to a helper method for further processing.
67299dbda23f7e5639814f11,Sets the end conditions for the race by merging the provided BooleanSupplier conditions with any existing conditions.
67299dbda23f7e5639814f12,"Determines the next valid Unicode code point within the specified maximum code point, excluding unassigned, private use, and surrogate code points."
67299dbda23f7e5639814f13,Unlocks an exclusive lock and acquires a write lock on the specified address.
67299dbda23f7e5639814f14,"Retrieves the reference count from the current header state."
67299dbda23f7e5639814f15,"Evicts a page identified by the given filePageId from the translation table, updating the highest evicted transaction ID if necessary."
67299dbda23f7e5639814f16,Clears the change flags for chunks based on the specified node density.
67299dbda23f7e5639814f17,"Creates a log channel for an existing log version, ensuring the log header is read and validated, and positions the channel at the start of the log data."
