67299ba101063176805e7ea9,independent,Returns a collection of common filter settings that can be used by plugins.
67299ba101063176805e7eaa,independent,Translates the polygon by the given amounts . This is equivalent to adding the given amounts to the x and y coordinates of each vertex . The polygon's bounding rectangle is recalculated if it has been computed before .
67299ba101063176805e7eab,independent,Not available.
67299ba101063176805e7eac,independent,Returns the number of elements between the current position and the limit.
67299ba101063176805e7ead,independent,Sets whether an alias is required for the index request.
67299ba101063176805e7eae,independent,Checks if the map is a constant.
67299ba101063176805e7eaf,independent,Returns the location of the unsupported config data.
67299ba101063176805e7eb0,independent,Set the maximum word length for the more like this query.
67299ba101063176805e7eb1,independent,Sets whether the button should be disabled or not.
67299ba101063176805e7eb2,independent,Sets the conditions for the rollover request.
67299ba101063176805e7eb3,independent,Create a new hourly schedule with the given minutes.
67299ba101063176805e7eb4,independent,Appends a block to the page and returns a new page with the added block.
67299ba101063176805e7eb5,independent,Creates a new CharBuffer with the specified capacity.
67299ba101063176805e7eb6,independent,abstract String formatInfo(ThreadPool.Info info);
67299ba101063176805e7eb7,independent,"Checks if the query type is SCHEMA_WRITE and the execution is not EXPLAIN, indicating that the schema can be updated."
67299ba101063176805e7eb8,independent,Installs a mock FileSystem to be used for testing purposes.
67299ba101063176805e7eb9,independent,"Returns the initial delay duration for this trigger, if any."
67299ba101063176805e7eba,independent,Set the launch cache to use when building the application .
67299ba101063176805e7ebb,independent,"Reads a line of input from the user, using the given prompt. Throws an IOException if there is an error reading the input."
67299ba101063176805e7ebc,independent,Checks if the given word is a sequence with no bits set except for the first one.
67299ba101063176805e7ebd,independent,Sets the marshaller for the web service template builder and returns a new builder instance.
67299ba101063176805e7ebe,independent,Create a new JmsMessageEndpoint instance.
67299ba101063176805e7ebf,independent,Set the names of the caches to resolve .
67299ba101063176805e7ec0,independent,Sets the number of blur passes for the shadow effect.
67299ba101063176805e7ec1,independent,"Multiply a matrix times a vector. If a rotation matrix is provided, then this transforms the vector from one frame to another."
67299ba101063176805e7ec2,independent,Get the block at the specified index.
67299ba101063176805e7ec3,independent,Sets the validation method for the geo polygon query.
67299ba101063176805e7ec4,independent,Create a new ExitStatus with the same code and name but with the hangup flag set to true.
67299ba101063176805e7ec5,independent,Set whether to show the term doc count error.
67299ba101063176805e7ec6,independent,Creates a new role that is limited by the given role.
67299ba101063176805e7ec7,independent,Returns whether the shard is currently relocating.
67299ba101063176805e7ec8,independent,Writes a message to update the filters used in the autodetect process.
67299ba101063176805e7ec9,independent,Returns the runner type for the given task.
67299ba101063176805e7eca,independent,Calculate the squared distance between two points.
67299ba101063176805e7ecb,independent,Sets the alignment of the table to left aligned.
67299ba101063176805e7ecc,independent,Checks if the PID is available.
67299ba101063176805e7ecd,independent,Create a new SimpMessageHeaderAccessor with the given message type and no message.
67299ba101063176805e7ece,independent,"Clears all flags and fields, and sets the groups to null."
67299ba101063176805e7ecf,independent,Returns whether this composite values source configuration has a script defined.
67299ba101063176805e7ed0,independent,Sets the verbosity level for the terminal.
67299ba101063176805e7ed1,independent,Checks if this access mode allows traversing all relationship types.
67299ba101063176805e7ed2,independent,"Returns a SingletonSupplier wrapping the given supplier, if non-null, or null otherwise."
67299ba101063176805e7ed3,independent,Returns the map of field names to field capabilities for the given response.
67299ba101063176805e7ed4,independent,Creates a new NestedAggregationBuilder with the given name and path.
67299ba101063176805e7ed5,independent,Returns whether the snapshot has been completed.
67299ba101063176805e7ed6,independent,Increases the ticksInNanos variable by the given delay converted to nanoseconds.
67299ba101063176805e7ed7,independent,Calculate the squared distance between two points.
67299ba101063176805e7ed8,independent,Returns the first item.
67299ba101063176805e7ed9,independent,Creates a new ReadableInputs object with the given iterable of ReadableInputs and null as the default value.
67299ba101063176805e7eda,independent,Returns the value of the allowCredentials field.
67299ba101063176805e7edb,independent,Sets the precision for the geo query context.
67299ba101063176805e7edc,independent,Specifies whether to allow partial search results.
67299ba101063176805e7edd,independent,Notifies the audio implementation that the music was disposed.
67299ba101063176805e7ede,independent,Checks if the input has a channel.
67299ba101063176805e7edf,independent,Returns the number of slots for the given level.
67299ba101063176805e7ee0,independent,"Sets the maximum number of buttons that can be checked at once. If set to 0, any number of buttons can be checked. If set to a negative number, the number of buttons that can be checked will be unlimited."
67299ba101063176805e7ee1,independent,Create a StAX Result for the given event writer.
67299ba101063176805e7ee2,independent,Builds the partitioned index storage if it doesn't already exist.
67299ba101063176805e7ee3,independent,Returns the segment index containing the specified index.
67299ba101063176805e7ee4,independent,Fills a rectangle with the given color.
67299ba101063176805e7ee5,independent,Set whether to use auto-commit for Connections obtained from this factory.
67299ba101063176805e7ee6,independent,Returns a new calculator for calculating the encoded size of property values.
67299ba101063176805e7ee7,independent,Set the pattern to use for formatting and parsing.
67299ba101063176805e7ee8,independent,"Checks if the given syntax is a function syntax, i.e. not a prefix, binary, or postfix operator."
67299ba101063176805e7ee9,independent,Sets if the servlet filters should be eagerly initialized . Defaults to {@code false} .
67299ba101063176805e7eea,independent,Rotate this matrix by the given quaternion.
67299ba101063176805e7eeb,independent,Logs a debug message with the specified tag.
67299ba101063176805e7eec,independent,Sets the stats groups to be included in the search results.
67299ba101063176805e7eed,independent,Sets the filter for this alias.
67299ba101063176805e7eee,independent,Build the mock server HTTP request.
67299ba101063176805e7eef,independent,Creates a new DoubleBuffer using the specified array as the backing store.
67299ba101063176805e7ef0,independent,Completes creation of a table with the specified metadata and data.
67299ba101063176805e7ef1,independent,
67299ba101063176805e7ef2,independent,Returns the frame memory allocator for this output channel. Throws an exception if the allocator is not available.
67299ba101063176805e7ef3,independent,Returns the current size of the buffer.
67299ba101063176805e7ef4,independent,Sets the name of the indexed shape index to query against.
67299ba101063176805e7ef5,independent,Set the chronology to use for formatting and parsing.
67299ba101063176805e7ef6,independent,Builds a RestResponse from the given Response object.
67299ba101063176805e7ef7,independent,Return the AopProxyFactory that this ProxyConfig uses.
67299ba101063176805e7ef8,independent,Count the number of occurrences of a substring in a string.
67299ba101063176805e7ef9,independent,Set the JAXB schema resources to use for validation .
67299ba101063176805e7efa,independent,Checks if this format family has a higher rank than the given one.
67299ba101063176805e7efb,independent,Calculates the x scale of the given matrix.
67299ba101063176805e7efc,independent,Computes the number of bytes needed to encode an integer using VByte encoding.
67299ba101063176805e7efd,independent,Sets the preferred size of this container.
67299ba101063176805e7efe,independent,Sets the format for the output of the bucket script aggregation.
67299ba101063176805e7eff,independent,Returns the EmbeddedDatabaseType for this connection or {@code null} if there is no
67299ba101063176805e7f00,independent,Sets the position of the exception in the expression string.
67299ba101063176805e7f01,independent,"Check if the type is a wildcard without any bounds (i.e. ""?"")"
67299ba101063176805e7f02,independent,Returns the MimeMessageHelper instance used by this MimeMailMessage.
67299ba101063176805e7f03,independent,"Get the value of the ""onfocus"" attribute."
67299ba101063176805e7f04,independent,"Callback after the invocation of the target method, to be implemented by subclasses ."
67299ba101063176805e7f05,independent,Set the servlet to be registered.
67299ba101063176805e7f06,independent,Set the URI template for the request.
67299ba101063176805e7f07,independent,Generate a random salt of specified length.
67299ba101063176805e7f08,independent,Inverts the quaternion.
67299ba101063176805e7f09,independent,Checks whether the 'blah' field is set.
67299ba101063176805e7f0a,independent,Sets the windowed mode size.
67299ba101063176805e7f0b,independent,Sets the 32-bit float at the specified absolute index in this buffer.
67299ba101063176805e7f0c,independent,Indexes the given list of translog operations on the target shard.
67299ba101063176805e7f0d,independent,Creates a new InvalidateApiKeyRequest with the specified API key ID and ownership information.
67299ba101063176805e7f0e,independent,Wraps the given message in a SimpMessageHeaderAccessor.
67299ba101063176805e7f0f,independent,Sets the timeout for waiting for the completion of the async operation.
67299ba101063176805e7f10,independent,Creates an ExprEval from a boolean value.
67299ba101063176805e7f11,independent,Returns whether nested paths should be ignored.
67299ba101063176805e7f12,independent,Inserts a {@link ChannelHandler} to the front of the {@link ChannelPipeline}.
67299ba101063176805e7f13,independent,Encodes the given byte array into a Base64 string using the BASE64_ENCODER.
67299ba101063176805e7f14,independent,Customize the given MockMvcRestDocumentationConfigurer.
67299ba101063176805e7f15,independent,Return the required type that was expected but not found.
67299ba101063176805e7f16,independent,Sets the user data associated with this body.
67299ba101063176805e7f17,independent,Set flag to enable/disable warm starting . For testing .
67299ba101063176805e7f18,independent,Returns an empty set of direct paths for the given mapping.
67299ba101063176805e7f19,independent,"Calculates the average number of primary shards per index. If no indices are present, returns -1."
67299ba101063176805e7f1a,independent,Creates a new InvalidateApiKeyRequest with the given API key name and ownership information.
67299ba101063176805e7f1b,independent,"Truncates the array to the specified size, if the current size is larger."
67299ba101063176805e7f1c,independent,Get the total time in nanoseconds.
67299ba101063176805e7f1d,independent,Sets the instance of the Restarter class. This is used for testing purposes only.
67299ba101063176805e7f1e,independent,Removes the frame tail from the given WebSocket frame.
67299ba101063176805e7f1f,independent,Set the prefix that gets prepended to view names when building a URL.
67299ba101063176805e7f20,independent,"Set whether to wait for running jobs to complete on shutdown . Default is "" true "" ."
67299ba101063176805e7f21,independent,Retrieves the initial progress from the response and notifies the progress listener.
67299ba101063176805e7f22,independent,Get the scheduler used by this resource factory.
67299ba101063176805e7f23,independent,Get the base cell for a given face and coordinate.
67299ba101063176805e7f24,independent,Get the time-to-live value for messages sent using this template.
67299ba101063176805e7f25,independent,Get the lock ID for a given entry ID and lock type.
67299ba101063176805e7f26,independent,Sets the default verification mode for SSL connections.
67299ba101063176805e7f27,independent,"Returns the char value in this sequence at the specified index . The first char value is at index 0, the next at index 1, and so on, as in array indexing . The index argument must be greater than or equal to 0, and less than the length of this sequence ."
67299ba101063176805e7f28,independent,Checks if this RoutingState is not equal to any of the given candidates.
67299ba101063176805e7f29,independent,Adds the given timeout to the end of this bucket.
67299ba101063176805e7f2a,independent,"Sets the minimum, preferred, and maximum width to the specified value."
67299ba101063176805e7f2b,independent,Sets the suffix to use when quoting field names in the query string.
67299ba101063176805e7f2c,independent,Creates a new local scope within the current block scope.
67299ba101063176805e7f2d,independent,Set the pointcut targeting the advice. Default is Pointcut.TRUE.
67299ba101063176805e7f2e,independent,Convert the size to the size index.
67299ba101063176805e7f2f,independent,Returns a float value from a specific column.
67299ba101063176805e7f30,independent,Returns the minimum of the given value and the remaining length of the RandomAccessDataFile.
67299ba101063176805e7f31,independent,Returns the value of the requested vertex attribute at the given index.
67299ba101063176805e7f32,independent,Adds a directional light to the system.
67299ba101063176805e7f33,independent,Sets the cell's horizontal size to be uniform.
67299ba101063176805e7f34,independent,Resets the fields that are only used when creating a model package.
67299ba101063176805e7f35,independent,Sets the center point for the geo distance query.
67299ba101063176805e7f36,independent,Set the description that will be associated with the Trigger.
67299ba101063176805e7f37,independent,This method is used to read the shard result from the given input stream.
67299ba101063176805e7f38,independent,Abstract method that returns the total number of buckets.
67299ba101063176805e7f39,independent,Sets the left padding for the font.
67299ba101063176805e7f3a,independent,Create a new UnixDomainSocket using the given path.
67299ba101063176805e7f3b,independent,Set the name of the attribute to use for determining the lookup path for CORS configuration.
67299ba101063176805e7f3c,independent,Returns the smallest integer greater than or equal to the result of dividing the dividend by the divisor.
67299ba101063176805e7f3d,independent,Returns the previous element in the list and sets it as the current element.
67299ba101063176805e7f3e,independent,Asserts that the cookie map does not contain a cookie with the given name.
67299ba101063176805e7f3f,independent,"Set the minimum amount of time (in milliseconds) an object may sit idle in the pool before it is eligible for eviction by the idle object evictor . When non - positive , no objects will be evicted from the pool due to idle time alone . This setting has no effect unless numTestsPerEvictionRun is positive ."
67299ba101063176805e7f40,independent,"Return the view name, if any."
67299ba101063176805e7f41,independent,Calculates the total size of all the buffers in the chunks list.
67299ba101063176805e7f42,independent,Checks if the given string is a valid IPv6 address.
67299ba101063176805e7f43,independent,Set the distance unit for the sort.
67299ba101063176805e7f44,independent,Sets the position and radius of the circle.
67299ba101063176805e7f45,independent,Returns the attribute method at the given index.
67299ba101063176805e7f46,independent,Set the transaction rollback-only flag to true.
67299ba101063176805e7f47,independent,Returns the task description for downloading a model with the given model id.
67299ba101063176805e7f48,independent,Returns a map of worker IDs to the number of running tasks on that worker.
67299ba101063176805e7f49,independent,Copies the given source long array into the given destination buffer using JNI.
67299ba101063176805e7f4a,independent,This function reverses a sequence of integers within an integer array. It is used for sorting purposes.
67299ba101063176805e7f4b,independent,Checks whether the 'foo' field is set.
67299ba101063176805e7f4c,independent,Set the {@link HandlerExceptionResolver HandlerExceptionResolvers} to use.
67299ba101063176805e7f4d,independent,Returns the perimeter of the AABB. This is used to compare the order of two AABBs.
67299ba101063176805e7f4e,independent,Sets the y coordinate of the map object's position.
67299ba101063176805e7f4f,independent,Creates a new AliasActions object with the type set to ADD.
67299ba101063176805e7f50,independent,Sets the right padding for the font.
67299ba101063176805e7f51,independent,Returns an array of ASCII characters from the specified range of indices.
67299ba101063176805e7f52,independent,Adds a listener to the view controller.
67299ba101063176805e7f53,independent,"Get the parent bean definition, if any."
67299ba101063176805e7f54,independent,"Creates a short from two chars, using big endian order if the platform is big endian."
67299ba101063176805e7f55,independent,Sets the page size for the page cache configuration.
67299ba101063176805e7f56,independent,Returns a cache key for the given view name and locale.
67299ba101063176805e7f57,independent,Callback for when a point is removed during simplification.
67299ba101063176805e7f58,independent,Create a new ClientRequest builder with the given HTTP method and URL.
67299ba101063176805e7f59,independent,Return the JNDI template used for JTA access.
67299ba101063176805e7f5a,independent,Convert the given column name to lower case.
67299ba101063176805e7f5b,independent,Sets the gap policy for the serial diff aggregation . The gap policy determines how missing buckets are treated when computing the diff between consecutive buckets .
67299ba101063176805e7f5c,independent,Sets the boost for this context.
67299ba101063176805e7f5d,independent,Sets the maximum number of concurrent search requests allowed for this multi search template request.
67299ba101063176805e7f5e,independent,Create a new AggCardinalityUpperBoundAggregationBuilder with the given name.
67299ba101063176805e7f5f,independent,Compute the size in bytes of a sparse-encoding serialized histogram without the serialization header.
67299ba101063176805e7f60,independent,Returns the identifier of the given entity using the persistence unit util of the entity manager factory.
67299ba101063176805e7f61,independent,Set the name of the schema to use for this call.
67299ba101063176805e7f62,independent,Checks if the given byte has the tombstone flag set.
67299ba101063176805e7f63,independent,Sets this matrix to a scaling matrix . The values of the matrix will be set to the given scaling values .
67299ba101063176805e7f64,independent,Calculates the number of padding bytes that need to be appended to the end of a frame.
67299ba101063176805e7f65,independent,Updates the tags from the given remote repository.
67299ba101063176805e7f66,independent,Sets the listener for text field events.
67299ba101063176805e7f67,independent,Publishes the results of the benchmark run.
67299ba101063176805e7f68,independent,Returns the number of bytes required to store the given number of bits per value in a block.
67299ba101063176805e7f69,independent,Returns the current version of Spring Boot.
67299ba101063176805e7f6a,independent,Returns the declaring class of the given type variable.
67299ba101063176805e7f6b,independent,Returns {@code true} if TCP Fast Open is enabled.
67299ba101063176805e7f6c,independent,64 characters from the alphabet used for the encoding .
67299ba101063176805e7f6d,independent,Internal method for receiving events from the pipeline.
67299ba101063176805e7f6e,independent,Sets the group for the job detail factory bean.
67299ba101063176805e7f6f,independent,Creates a listener for Druid connection state changes.
67299ba101063176805e7f70,independent,Calculates the position of an ordinal at the given level and offset.
67299ba101063176805e7f71,independent,"Returns whether the transform is in a transient state, meaning it has not yet been started or has been stopped."
67299ba101063176805e7f72,independent,Sets the charset to use for this HttpData.
67299ba101063176805e7f73,independent,Converts RGB values to ANSI color code.
67299ba101063176805e7f74,independent,"Sets the button to listen for, all other buttons are ignored."
67299ba101063176805e7f75,independent,Returns a random field name that is compatible with the field value factor function.
67299ba101063176805e7f76,independent,"Returns the body of this entity, or null if it has no body."
67299ba101063176805e7f77,independent,Sets the center of the circle.
67299ba101063176805e7f78,independent,Creates a column handle for a subfield of a base column handle.
67299ba101063176805e7f79,independent,Returns a comparator that compares objects according to their natural order.
67299ba101063176805e7f7a,independent,Returns whether the snapshot index shard stage is completed.
67299ba101063176805e7f7b,independent,Returns a random precision value for testing purposes.
67299ba101063176805e7f7c,independent,Sets the rotation of the object in degrees .
67299ba101063176805e7f7d,independent,Returns whether this rectangle overlaps the other rectangle.
67299ba101063176805e7f7e,independent,Sets the flip vertically flag for this cell.
67299ba101063176805e7f7f,independent,Sets the vertex values to the specified values. The passed in color is packed so it can be used with SpriteBatch's packed draw calls.
67299ba101063176805e7f80,independent,"Rotates the sprite by 90 degrees, either clockwise or counterclockwise."
67299ba101063176805e7f81,independent,Get the current sort definition for this holder.
67299ba101063176805e7f82,independent,Creates a custom level configuration with the given name.
67299ba101063176805e7f83,independent,"Generate a random string of a certain length, replacing any carriage return or line feed characters with question marks."
67299ba101063176805e7f84,independent,Sets the alignment of the list items (left/right/center).
67299ba101063176805e7f85,independent,Returns the index of the failed shard.
67299ba101063176805e7f86,independent,Returns a boolean value indicating the specified program parameter for the given WebGL program.
67299ba101063176805e7f87,independent,Remove all entries from the dynamic table.
67299ba101063176805e7f88,independent,Removes a point light from the system.
67299ba101063176805e7f89,independent,Copies the given source double array into the given destination buffer using JNI.
67299ba101063176805e7f8a,independent,Sets if the watcher should be stopped when the application is restarted .
67299ba101063176805e7f8b,independent,Writes the given object to the output message using the specified serializer and format.
67299ba101063176805e7f8c,independent,"Returns the oldest value in the window, or the last value if the window is full ."
67299ba101063176805e7f8d,independent,Get the concurrency setting for this endpoint.
67299ba101063176805e7f8e,independent,Creates a new SnappyFrameEncoder with the specified jumbo frame size.
67299ba101063176805e7f8f,independent,Builds a key for a given field name in Painless.
67299ba101063176805e7f90,independent,Checks if the bitField0_ has the isValid bit set.
67299ba101063176805e7f91,independent,Set the continuous physics flag for this world.
67299ba101063176805e7f92,independent,Checks if the given TrustManager is an instance of Conscrypt's TrustManagerImpl.
67299ba101063176805e7f93,independent,"Returns the buffer at the given index, or the underlying buffer if it is a component buffer."
67299ba101063176805e7f94,independent,Returns the origin of this property source.
67299ba101063176805e7f95,independent,"Returns an iterator over S3ObjectSummary objects for the given prefixes, using the provided S3 client and retry settings."
67299ba101063176805e7f96,independent,"Collects a stream to an unmodifiable sorted map, throwing an exception if duplicate keys are encountered."
67299ba101063176805e7f97,independent,Sets the left side width of the content area (or the middle patch's width).
67299ba101063176805e7f98,independent,Returns true if the arrays have the same order and each value is the same.
67299ba101063176805e7f99,independent,Sets the maximum number of expansions allowed for fuzzy queries.
67299ba101063176805e7f9a,independent,Sets the user data associated with this joint.
67299ba101063176805e7f9b,independent,Checks if a given base cell is a polar pentagon.
67299ba101063176805e7f9c,independent,Returns a new RSocketRequestValues instance with the given values.
67299ba101063176805e7f9d,independent,Get the locale associated with the request.
67299ba101063176805e7f9e,independent,Creates a builder for configuring a new SslContext for client-side.
67299ba101063176805e7f9f,independent,Encode from one message to an other. This method will be called for each written message that can be handled by this encoder.
67299ba101063176805e7fa0,independent,Returns the SortDefinition used for this comparator.
67299ba101063176805e7fa1,independent,Sets a bit in a header byte to a given value.
67299ba101063176805e7fa2,independent,Sets the width of the outline effect.
67299ba101063176805e7fa3,independent,Initializes an XAResource with a TransactionDelegate.
67299ba101063176805e7fa4,independent,Converts the specified array of bytes to a char array of hex digits.
67299ba101063176805e7fa5,independent,Sets the y coordinate of this object.
67299ba101063176805e7fa6,independent,"Sets the minimum, preferred, and maximum width of the cell to the specified value."
67299ba101063176805e7fa7,independent,Customize the given ResourceDatabasePopulator before it is applied .
67299ba101063176805e7fa8,independent,Returns an array of metrics.
67299ba101063176805e7fa9,independent,Converts the given number to a byte array representing a 16-bit unsigned integer. Throws an exception if the number is not within the valid range.
67299ba101063176805e7faa,independent,Returns the listener for the inference service results.
67299ba101063176805e7fab,independent,Limits the maximum number of relationships to traverse during the shortest path calculation.
67299ba101063176805e7fac,independent,"Calculates the split ratio based on the flags provided. If neither W_SPLIT_KEEP_ALL_LEFT nor W_SPLIT_KEEP_ALL_RIGHT is set, the default split ratio is returned."
67299ba101063176805e7fad,independent,Creates an InvalidateApiKeyRequest with the given realm name and user name.
67299ba101063176805e7fae,independent,Checks if the given longitude is valid (within the range of -180 to 180 degrees).
67299ba101063176805e7faf,independent,Abstract method to get a short value from the given offset in the page.
67299ba101063176805e7fb0,independent,Returns the height of the specified row in this table.
67299ba101063176805e7fb1,independent,Converts a byte array to a long using z-order curve.
67299ba101063176805e7fb2,independent,Increment the evaluation count for this pointcut.
67299ba101063176805e7fb3,independent,Builds the aggregator factory based on the given context and parent aggregator factory.
67299ba101063176805e7fb4,independent,Handles the response from an HTTP request and returns the result.
67299ba101063176805e7fb5,independent,Set the suffix that gets appended to view names when building a URL.
67299ba101063176805e7fb6,independent,Returns the index of the lowest ordinal in the given candidates.
67299ba101063176805e7fb7,independent,Sets the pad right value for this table.
67299ba101063176805e7fb8,independent,Set the URL patterns that the filter will be registered against. This will replace any previously specified URL patterns.
67299ba101063176805e7fb9,independent,Sets the schema resource for validation during unmarshalling.
67299ba101063176805e7fba,independent,Sets the x coordinate of the origin of this object.
67299ba101063176805e7fbb,independent,Get the reason for the close status.
67299ba101063176805e7fbc,independent,Calculates maximum possible size of output buffer for not compressible data.
67299ba101063176805e7fbd,independent,Draws a string at the specified coordinates with the given color.
67299ba101063176805e7fbe,independent,Sets the pad for all four sides.
67299ba101063176805e7fbf,independent,Returns an unmodifiable list of content codings supported by this resource resolver.
67299ba101063176805e7fc0,independent,Returns a collection of ignored field values.
67299ba101063176805e7fc1,independent,Returns a map of worker IDs to the number of tasks assigned to them.
67299ba101063176805e7fc2,independent,Resolves the operation mode based on the given license type.
67299ba101063176805e7fc3,independent,Returns the cached object without refreshing it.
67299ba101063176805e7fc4,independent,Sets the double at the specified index in this buffer.
67299ba101063176805e7fc5,independent,This implementation opens a OutputStream for the underlying file.
67299ba101063176805e7fc6,independent,Returns the command line options supported by this command.
67299ba101063176805e7fc7,independent,"Encodes a long value using zig-zag encoding, which is used to efficiently encode signed integers in Protobuf."
67299ba101063176805e7fc8,independent,Handles the click event on a URL.
67299ba101063176805e7fc9,independent,Set whether to require a data stream for this request.
67299ba101063176805e7fca,independent,Called when a node is connected to the transport service.
67299ba101063176805e7fcb,independent,"Checks if the map contains the specified value. This will iterate over the entire map and compare each value, so it may be slow for large maps."
67299ba101063176805e7fcc,independent,Multiplies this vector by the given matrix .
67299ba101063176805e7fcd,independent,Sets the id of the document to be deleted.
67299ba101063176805e7fce,independent,Returns the type argument index of the path element at the given index.
67299ba101063176805e7fcf,independent,"Sets the back buffer color, depth and stencil sizes in bits per pixel. This is only used when the window is fullscreen. Default is 8 for all."
67299ba101063176805e7fd0,independent,Handles an unknown frame received from the remote endpoint.
67299ba101063176805e7fd1,independent,Sets the rotation of the cell in degrees.
67299ba101063176805e7fd2,independent,Parses a byte array into an IPv6Address object.
67299ba101063176805e7fd3,independent,"Multiplies this quaternion with the given quaternion, storing the result in this quaternion."
67299ba101063176805e7fd4,independent,Creates a proxy. Provide a tight fitting AABB and a userData pointer.
67299ba101063176805e7fd5,independent,Create a database tracer using the given page cache tracer and clock.
67299ba101063176805e7fd6,independent,Finds the latest checkpoint in the checkpoint file.
67299ba101063176805e7fd7,independent,Resizes the canvas to the given width and height.
67299ba101063176805e7fd8,independent,Sets the time zone for this Jackson2ObjectMapperBuilder.
67299ba101063176805e7fd9,independent,Computes the natural logarithm of the given value .
67299ba101063176805e7fda,independent,Returns the high bit of the given H3 index.
67299ba101063176805e7fdb,independent,Returns the bytes for bar.
67299ba101063176805e7fdc,independent,Returns the southern polar bound for a given H3 resolution.
67299ba101063176805e7fdd,independent,"Checks if the current block size read from the channel is less than the block size, indicating the end of the stream."
67299ba101063176805e7fde,independent,None provided.
67299ba101063176805e7fdf,independent,"Configure a handler to delegate unhandled requests by forwarding to the Servlet container's ""default"" servlet."
67299ba101063176805e7fe0,independent,"Returns a string representation of the handle, including the owner, name, descriptor, tag, and whether it is an interface method."
67299ba101063176805e7fe1,independent,Sets the minimum number of optional clauses that must be matched in order to consider the query a match.
67299ba101063176805e7fe2,independent,Set the geo distance for sorting.
67299ba101063176805e7fe3,independent,Creates a new MemoryBasicInformation object.
67299ba101063176805e7fe4,independent,Checks if this vector is collinear with the given vector.
67299ba101063176805e7fe5,independent,Create a new instance of the state machine with the given connection and log service.
67299ba101063176805e7fe6,independent,Create a new EventLoop to be used for a Channel.
67299ba101063176805e7fe7,independent,Set the URI for the request.
67299ba101063176805e7fe8,independent,Converts a Java object to a Ruby object using the JRuby runtime.
67299ba101063176805e7fe9,independent,Calculates the weighted average between two values.
67299ba101063176805e7fea,independent,Set the order value for this filter.
67299ba101063176805e7feb,independent,"Stops the datafeed job by setting the running flag to false. Returns true if the flag was successfully set, false if it was already false."
67299ba101063176805e7fec,independent,Set the order value for this filter.
67299ba101063176805e7fed,independent,Sets the components of this vector to the given values and returns it for chaining.
67299ba101063176805e7fee,independent,Converts a JSON node to a BuildpackMetadata object.
67299ba101063176805e7fef,independent,Create an AutowiredMethodArgumentsResolver for the given method name and parameter types.
67299ba101063176805e7ff0,independent,Returns the AspectInstanceFactory used by this advice.
67299ba101063176805e7ff1,independent,Returns an Ordering that can be used to sort the results of this query.
67299ba101063176805e7ff2,independent,Checks if the given task type matches the supervisor's task type.
67299ba101063176805e7ff3,independent,Sets the x-coordinate of this circle.
67299ba101063176805e7ff4,independent,Configures the server bootstrap with the SO_REUSEADDR option.
67299ba101063176805e7ff5,independent,Set the layers for this packager.
67299ba101063176805e7ff6,independent,Creates a copy of this GridPoint3.
